"String","Ref. Ten. (lbs)","Swing Speed","Material","Gauge Nominal (mm)","Gauge Acutal (mm)","Stretch at 40 lbs (%)","Stretch at 51 lbs (%)","Stretch at 62 lbs (%)","Actual Pre-impact Tension (lbs)","Dwell Time (ms)","Deflection (mm)","Tension Change (lbs)","Peak Tension (lbs)","Peak Perp. Force (lbs)","Ave Perp. Force (lbs)","Stiffness (lb/in)","Static Loss lbs.","Stabilization Loss (lbs)","Impact Loss (lbs).","Total Loss (lbs)","Tension Loss (%)","Energy Return (%)","String/String COF","String/Ball COF","Spin Potential"
"Alien Black Diamond 16","62","Medium","Polyester","1.3","1.31","3.0","5.2","5.8","34.00","35.8","26.0","39.7","73.9","23.9","","239.5","10.61","17.13","0.24","28.0","45.3","91.4","0.1","0.453","4.5"
"Alien Black Diamond 16","62","Fast","Polyester","1.3","1.31","3.0","5.2","5.8","34.00","34.0","30.3","50.5","84.7","32.1","","223.5","10.61","17.13","0.55","28.2","45.8","87.8","0.1","0.453","4.5"
"Alien Black Diamond 16","51","Slow","Polyester","1.3","1.31","3.0","5.2","5.8","24.81","43.0","20.2","25.8","50.5","12.7","","256.6","8.40","17.51","-0.17","25.8","50.7","94.5","0.1","0.453","4.5"
"Alien Black Diamond 16","51","Medium","Polyester","1.3","1.31","3.0","5.2","5.8","25.42","38.6","27.9","39.9","65.3","22.8","","207.5","8.40","16.90","0.33","25.6","50.5","88.5","0.1","0.453","4.5"
"Alien Black Diamond 16","51","Fast","Polyester","1.3","1.31","3.0","5.2","5.8","25.45","36.6","32.6","49.8","75.2","30.7","","190.3","8.40","16.87","0.47","25.8","50.7","83.0","0.1","0.453","4.5"
"Alien Black Diamond 16","40","Slow","Polyester","1.3","1.31","3.0","5.2","5.8","15.15","47.7","23.1","26.9","42.1","12.2","","205.2","7.36","17.18","-0.09","24.5","61.6","88.9","0.1","0.453","4.5"
"Alien Black Diamond 16","40","Medium","Polyester","1.3","1.31","3.0","5.2","5.8","15.63","42.8","30.1","38.8","54.5","20.5","","174.3","7.36","16.70","0.19","24.3","61.1","82.4","0.1","0.453","4.5"
"Alien Black Diamond 16","40","Fast","Polyester","1.3","1.31","3.0","5.2","5.8","15.77","40.5","35.8","48.1","63.7","28.5","","152.6","7.36","16.56","0.40","24.3","61.3","76.4","0.1","0.453","4.5"
"IsoSpeed Black Fire 17","40","Slow","Polyester","1.25","NA","2.1","3.0","4.5","19.54","45.0","21.8","26.9","46.5","12.7","6.3","230.9","5.38","14.77","-0.30","19.8","50","92.9","0.069","0.386","5.6"
"IsoSpeed Black Fire 17","40","Medium","Polyester","1.25","NA","2.1","3.0","4.5","20.35","40.0","29.0","41.0","61.3","22.3","10.6","197.2","5.38","13.96","0.42","19.8","49.8","85.4","0.069","0.386","5.6"
"IsoSpeed Black Fire 17","40","Fast","Polyester","1.25","NA","2.1","3.0","4.5","20.26","37.8","34.0","50.3","70.6","30.0","14.0","176.6","5.38","14.05","0.64","20.1","50.6","83.7","0.069","0.386","5.6"
"IsoSpeed Black Fire 17","51","Slow","Polyester","1.25","NA","2.1","3.0","4.5","30.76","40.5","19.2","24.5","55.1","13.2","7.1","268.6","5.31","14.65","-0.33","19.6","38.7","97.0","0.069","0.386","5.6"
"IsoSpeed Black Fire 17","51","Medium","Polyester","1.25","NA","2.1","3.0","4.5","31.38","36.4","26.1","39.9","71.2","23.2","11.9","238.3","5.31","14.03","0.29","19.6","38.7","90.6","0.069","0.386","5.6"
"IsoSpeed Black Fire 17","51","Fast","Polyester","1.25","NA","2.1","3.0","4.5","31.38","34.5","31.6","50.1","81.6","32.2","15.6","204.6","5.31","14.03","0.60","19.8","39.3","86.5","0.069","0.386","5.6"
"IsoSpeed Black Fire 17","62","Slow","Polyester","1.25","NA","2.1","3.0","4.5","40.40","37.4","17.9","22.5","62.8","14.1","7.6","286.3","5.82","15.52","-0.28","20.9","34.1","97.6","0.069","0.386","5.6"
"IsoSpeed Black Fire 17","62","Medium","Polyester","1.25","NA","2.1","3.0","4.5","41.01","33.9","24.5","39.2","80.3","24.6","12.8","265.7","5.82","14.91","0.17","20.9","33.9","93.3","0.069","0.386","5.6"
"IsoSpeed Black Fire 17","62","Fast","Polyester","1.25","NA","2.1","3.0","4.5","41.01","32.2","29.6","50.1","91.1","33.7","16.4","232.6","5.82","14.91","0.50","21.2","34.4","88.4","0.069","0.386","5.6"
"Genesis Black Magic 16 (1.29)","51","Fast","Polyester","1.29","NA","2.4","4.5","4.5","32.63","34.5","32.0","52.3","84.9","34.0","15.8","207.5","5.38","12.71","0.22","18.3","36.1","86.1","0.08","0.494","6.2"
"Kirschbaum Black Shark 16 (1.30)","40","Slow","Polyester","1.3","NA","1.5","3.0","4.2","17.11","45.2","22.0","28.9","46.1","12.6","6.4","242.3","6.39","16.19","-0.24","22.3","56.3","92.7","0.08","0.429","5.4"
"Kirschbaum Black Shark 16 (1.30)","40","Medium","Polyester","1.3","NA","1.5","3.0","4.2","17.86","40.3","29.0","43.0","60.9","22.1","10.6","207.5","6.39","15.44","0.35","22.3","55.9","83.7","0.08","0.429","5.4"
"Kirschbaum Black Shark 16 (1.30)","40","Fast","Polyester","1.3","NA","1.5","3.0","4.2","17.82","37.9","34.0","52.5","70.3","29.9","13.8","184.0","6.39","15.48","0.71","22.5","56.9","78.7","0.08","0.429","5.4"
"Kirschbaum Black Shark 16 (1.30)","51","Slow","Polyester","1.3","NA","1.5","3.0","4.2","29.90","40.1","19.2","26.0","56.0","13.5","7.3","285.8","6.15","14.67","-0.13","20.7","40.8","95.1","0.08","0.429","5.4"
"Kirschbaum Black Shark 16 (1.30)","51","Medium","Polyester","1.3","NA","1.5","3.0","4.2","30.34","36.1","26.0","42.6","72.8","23.7","11.6","255.5","6.15","14.23","0.24","20.7","40.7","95.3","0.08","0.429","5.4"
"Kirschbaum Black Shark 16 (1.30)","51","Fast","Polyester","1.3","NA","1.5","3.0","4.2","30.32","34.1","31.0","52.7","83.1","32.2","15.3","223.5","6.15","14.25","0.49","20.9","41.2","86.1","0.08","0.429","5.4"
"Kirschbaum Black Shark 16 (1.30)","62","Slow","Polyester","1.3","NA","1.5","3.0","4.2","42.67","36.4","17.2","23.4","66.2","14.2","8.1","322.3","6.39","12.68","-0.33","18.7","30.4","99.2","0.08","0.429","5.4"
"Kirschbaum Black Shark 16 (1.30)","62","Medium","Polyester","1.3","NA","1.5","3.0","4.2","43.17","33.2","24.0","40.1","83.3","25.0","13.3","283.5","6.39","12.18","0.11","18.7","30.2","96.6","0.08","0.429","5.4"
"Kirschbaum Black Shark 16 (1.30)","62","Fast","Polyester","1.3","NA","1.5","3.0","4.2","43.15","31.4","28.1","51.8","95.0","33.4","16.6","266.9","6.39","12.20","0.53","19.2","31","90.6","0.08","0.429","5.4"
"Kirschbaum Black Shark 17 (1.25)","40","Slow","Polyester","1.25","NA","2.4","3.9","NA","17.57","46.0","22.1","27.8","45.4","12.5","6.3","232.6","6.06","16.06","-0.11","22.1","55.4","92.7","0.072","0.421","5.8"
"Kirschbaum Black Shark 17 (1.25)","40","Medium","Polyester","1.25","NA","2.4","3.9","NA","18.28","40.8","29.7","40.6","58.9","21.9","10.5","186.9","6.06","15.35","0.35","21.8","54.8","85.9","0.072","0.421","5.8"
"Kirschbaum Black Shark 17 (1.25)","40","Fast","Polyester","1.25","NA","2.4","3.9","NA","18.24","38.4","34.1","50.5","68.8","29.3","13.5","177.2","6.06","15.39","0.58","22.1","55.5","82.1","0.072","0.421","5.8"
"Kirschbaum Black Shark 17 (1.25)","51","Slow","Polyester","1.25","NA","2.4","3.9","NA","31.09","40.3","19.3","24.0","55.1","13.3","7.4","261.2","6.11","13.52","-0.33","19.4","38","96.4","0.072","0.421","5.8"
"Kirschbaum Black Shark 17 (1.25)","51","Medium","Polyester","1.25","NA","2.4","3.9","NA","31.69","36.2","26.0","39.7","71.4","23.2","12.0","238.3","6.11","12.92","0.20","19.2","37.9","91.6","0.072","0.421","5.8"
"Kirschbaum Black Shark 17 (1.25)","51","Fast","Polyester","1.25","NA","2.4","3.9","NA","31.66","34.3","31.0","51.4","82.9","32.2","15.9","216.6","6.11","12.95","0.42","19.4","38.4","88.2","0.072","0.421","5.8"
"Kirschbaum Black Shark 17 (1.25)","62","Slow","Polyester","1.25","NA","2.4","3.9","NA","43.24","36.7","17.6","22.3","65.5","14.4","7.9","290.9","5.89","12.61","-0.26","18.3","29.5","98.2","0.072","0.421","5.8"
"Kirschbaum Black Shark 17 (1.25)","62","Medium","Polyester","1.25","NA","2.4","3.9","NA","43.70","33.5","24.0","37.9","81.8","24.5","13.7","268.0","5.89","12.15","0.09","18.1","29.4","94.3","0.072","0.421","5.8"
"Kirschbaum Black Shark 17 (1.25)","62","Fast","Polyester","1.25","NA","2.4","3.9","NA","43.70","31.8","28.6","49.4","93.1","33.3","16.9","245.7","5.89","12.15","0.53","18.5","30.1","90.8","0.072","0.421","5.8"
"Polyfibre Black Venom 16 (1.30)","62","Slow","Polyester","1.3","1.32","2.4","3.9","5.8","29.46","40.7","19.8","25.8","55.3","13.7","","268.0","13.41","18.87","-0.48","31.8","51.5","93.3","0.097","0.42","4.3"
"Polyfibre Black Venom 16 (1.30)","62","Medium","Polyester","1.3","1.32","2.4","3.9","5.8","30.38","36.6","26.0","41.2","71.7","23.3","","247.5","13.41","17.95","0.28","31.8","51.3","90.4","0.097","0.42","4.3"
"Polyfibre Black Venom 16 (1.30)","62","Fast","Polyester","1.3","1.32","2.4","3.9","5.8","30.34","34.6","31.1","51.8","82.2","32.0","","217.7","13.41","17.99","0.59","32.0","51.8","85.4","0.097","0.42","4.3"
"Polyfibre Black Venom 16 (1.30)","51","Slow","Polyester","1.3","1.32","2.4","3.9","5.8","21.68","43.9","21.5","27.1","48.7","13.1","","237.7","9.90","19.14","-0.41","28.7","56.4","91.4","0.097","0.42","4.3"
"Polyfibre Black Venom 16 (1.30)","51","Medium","Polyester","1.3","1.32","2.4","3.9","5.8","22.54","39.4","28.0","40.6","63.3","22.1","","210.9","9.90","18.28","0.42","28.7","56.4","86.7","0.097","0.42","4.3"
"Polyfibre Black Venom 16 (1.30)","51","Fast","Polyester","1.3","1.32","2.4","3.9","5.8","22.47","37.5","33.4","49.4","71.9","30.0","","180.0","9.90","18.35","0.60","28.9","56.9","80.6","0.097","0.42","4.3"
"Polyfibre Black Venom 16 (1.30)","40","Slow","Polyester","1.3","1.32","2.4","3.9","5.8","15.50","47.1","22.6","27.6","43.0","12.2","","218.3","6.77","17.42","-0.24","24.0","60.3","90.6","0.097","0.42","4.3"
"Polyfibre Black Venom 16 (1.30)","40","Medium","Polyester","1.3","1.32","2.4","3.9","5.8","16.12","42.1","30.0","39.9","56.0","21.0","","180.0","6.77","16.80","0.42","24.0","60.4","81.9","0.097","0.42","4.3"
"Polyfibre Black Venom 16 (1.30)","40","Fast","Polyester","1.3","1.32","2.4","3.9","5.8","16.14","40.1","35.2","48.5","64.6","28.5","","159.4","6.77","16.78","0.57","24.0","60.8","76.2","0.097","0.42","4.3"
"Polyfibre Black Venom 16L (1.25)","62","Slow","Polyester","1.25","1.25","2.7","4.8","6.7","29.88","40.9","19.8","24.9","54.7","13.6","","256.6","13.12","18.74","-0.50","31.3","50.8","95.6","NA","NA","NA"
"Polyfibre Black Venom 16L (1.25)","62","Medium","Polyester","1.25","1.25","2.7","4.8","6.7","30.74","36.8","26.1","39.9","70.8","23.0","","239.5","13.12","17.88","0.31","31.3","50.7","89.9","NA","NA","NA"
"Polyfibre Black Venom 16L (1.25)","62","Fast","Polyester","1.25","1.25","2.7","4.8","6.7","30.72","34.8","31.6","51.4","82.2","32.5","","209.2","13.12","17.90","0.62","31.8","51.3","85.2","NA","NA","NA"
"Polyfibre Black Venom 16L (1.25)","51","Slow","Polyester","1.25","1.25","2.7","4.8","6.7","19.84","45.4","22.0","25.8","45.6","12.6","","217.2","10.52","20.36","-0.40","30.4","60.1","91.2","NA","NA","NA"
"Polyfibre Black Venom 16L (1.25)","51","Medium","Polyester","1.25","1.25","2.7","4.8","6.7","20.73","40.6","29.0","39.2","59.8","21.7","","189.2","10.52","19.47","0.38","30.4","59.9","85.6","NA","NA","NA"
"Polyfibre Black Venom 16L (1.25)","51","Fast","Polyester","1.25","1.25","2.7","4.8","6.7","20.75","38.5","34.0","48.5","69.2","29.4","","170.3","10.52","19.45","0.68","30.6","60.4","79.9","NA","NA","NA"
"Polyfibre Black Venom 16L (1.25)","40","Slow","Polyester","1.25","1.25","2.7","4.8","6.7","14.29","48.8","23.9","26.2","40.6","12.1","","186.9","7.14","18.26","-0.06","25.4","63.8","88.4","NA","NA","NA"
"Polyfibre Black Venom 16L (1.25)","40","Medium","Polyester","1.25","1.25","2.7","4.8","6.7","14.82","43.6","31.0","38.4","53.1","20.6","","162.3","7.14","17.73","0.51","25.4","63.9","81.0","NA","NA","NA"
"Polyfibre Black Venom 16L (1.25)","40","Fast","Polyester","1.25","1.25","2.7","4.8","6.7","14.75","41.6","36.1","46.7","61.3","27.7","","145.7","7.14","17.80","0.59","25.6","64.3","74.8","NA","NA","NA"
"Polyfibre Black Venom Rough 16L (1.25)","51","Fast","Polyester","1.25","1.18","2.7","3.9","6.7","20.13","38.5","35.4","49.8","69.9","30.9","13.7","162.3","8.38","22.21","0.26","30.9","60.8","80.8","0.085","0.531","6.2"
"Dunlop Black Widow 16","40","Slow","Polyester","1.31","NA","2.1","3.6","4.5","21.83","44.2","21.3","24.7","46.5","12.4","6.6","221.2","4.74","13.12","-0.15","17.6","44.6","93.5","0.107","0.557","5.2"
"Dunlop Black Widow 16","40","Medium","Polyester","1.31","NA","2.1","3.6","4.5","22.29","39.6","28.1","38.8","61.1","21.5","10.7","199.5","4.74","12.66","0.26","17.6","44.5","88.9","0.107","0.557","5.2"
"Dunlop Black Widow 16","40","Fast","Polyester","1.31","NA","2.1","3.6","4.5","22.27","37.4","33.9","48.1","70.3","29.8","14.1","169.7","4.74","12.68","0.51","17.9","45.2","84.3","0.107","0.557","5.2"
"Dunlop Black Widow 16","51","Slow","Polyester","1.31","NA","2.1","3.6","4.5","31.22","40.5","19.5","22.7","54.0","13.2","7.3","242.9","5.56","13.94","-0.33","19.2","37.8","95.3","0.107","0.557","5.2"
"Dunlop Black Widow 16","51","Medium","Polyester","1.31","NA","2.1","3.6","4.5","31.82","36.7","26.1","36.8","68.6","22.3","11.9","220.0","5.56","13.34","0.20","19.2","37.7","91.2","0.107","0.557","5.2"
"Dunlop Black Widow 16","51","Fast","Polyester","1.31","NA","2.1","3.6","4.5","31.82","35.0","31.0","45.9","77.6","30.1","15.0","193.2","5.56","13.34","0.46","19.4","38.2","87.2","0.107","0.557","5.2"
"Dunlop Black Widow 16","62","Slow","Polyester","1.31","NA","2.1","3.6","4.5","37.97","38.3","18.0","21.4","59.3","13.3","7.7","267.5","6.11","17.66","-0.29","23.4","38","99.2","0.107","0.557","5.2"
"Dunlop Black Widow 16","62","Medium","Polyester","1.31","NA","2.1","3.6","4.5","38.50","35.0","25.0","35.9","74.5","23.3","12.5","234.3","6.11","17.13","0.16","23.4","37.9","92.9","0.107","0.557","5.2"
"Dunlop Black Widow 16","62","Fast","Polyester","1.31","NA","2.1","3.6","4.5","38.50","33.3","30.0","46.1","84.7","31.7","16.9","208.6","6.11","17.13","0.55","23.8","38.5","89.7","0.107","0.557","5.2"
"Dunlop Black Widow 17","40","Slow","Polyester","1.26","NA","1.2","1.5","3.0","23.81","42.9","20.9","26.9","50.7","13.3","6.8","250.3","4.81","11.07","-0.25","15.7","39.4","94.5","0.107","0.573","5.4"
"Dunlop Black Widow 17","40","Medium","Polyester","1.26","NA","1.2","1.5","3.0","24.37","38.2","28.0","42.1","66.4","23.2","11.2","217.7","4.81","10.51","0.34","15.7","39.4","87.2","0.107","0.573","5.4"
"Dunlop Black Widow 17","40","Fast","Polyester","1.26","NA","1.2","1.5","3.0","24.17","36.1","32.7","52.7","76.7","31.5","15.4","199.5","4.81","10.71","0.36","15.9","40","85.7","0.107","0.573","5.4"
"Dunlop Black Widow 17","51","Slow","Polyester","1.26","NA","1.2","1.5","3.0","34.73","39.4","18.9","23.4","58.2","13.7","7.6","266.9","3.92","12.07","-0.26","15.7","31","96.4","0.107","0.573","5.4"
"Dunlop Black Widow 17","51","Medium","Polyester","1.26","NA","1.2","1.5","3.0","35.19","35.6","26.0","38.1","73.4","23.8","12.3","230.3","3.92","11.61","0.15","15.7","30.9","89.7","0.107","0.573","5.4"
"Dunlop Black Widow 17","51","Fast","Polyester","1.26","NA","1.2","1.5","3.0","35.15","33.8","30.2","48.5","83.8","31.6","15.9","216.6","3.92","11.65","0.47","16.1","31.6","87.6","0.107","0.573","5.4"
"Dunlop Black Widow 17","62","Slow","Polyester","1.26","NA","1.2","1.5","3.0","39.67","37.9","18.0","22.5","62.2","14.0","8.0","281.2","4.81","17.26","-0.42","21.6","35.1","97.8","0.107","0.573","5.4"
"Dunlop Black Widow 17","62","Medium","Polyester","1.26","NA","1.2","1.5","3.0","40.26","34.3","24.7","38.1","78.3","24.2","12.6","253.2","4.81","16.67","0.17","21.6","35.1","92.9","0.107","0.573","5.4"
"Dunlop Black Widow 17","62","Fast","Polyester","1.26","NA","1.2","1.5","3.0","40.22","32.7","29.8","48.1","88.4","32.9","16.4","219.5","4.81","16.71","0.64","22.1","35.9","87.2","0.107","0.573","5.4"
"Dunlop Black Widow 18 (1.21)","51","Fast","Polyester","1.21","NA","2.1","2.4","3.0","35.24","34.6","32.0","49.2","84.5","33.8","16.3","194.9","2.98","12.50","0.18","15.7","30.9","89.7","0.099","0.571","5.8"
"Tourna Black Zone 16","40","Slow","Polyester","1.3","NA","1.5","2.4","3.3","24.30","44.5","21.8","25.8","50.3","13.7","6.5","220.6","4.78","10.61","-0.13","15.2","38.4","94.9","0.075","0.417","5.6"
"Tourna Black Zone 16","40","Medium","Polyester","1.3","NA","1.5","2.4","3.3","24.85","39.0","29.0","41.9","66.6","24.2","10.8","202.3","4.78","10.06","0.29","15.2","38.1","89.3","0.075","0.417","5.6"
"Tourna Black Zone 16","40","Fast","Polyester","1.3","NA","1.5","2.4","3.3","24.83","36.6","34.0","52.3","77.2","32.7","14.6","184.6","4.78","10.08","0.53","15.4","38.8","84.8","0.075","0.417","5.6"
"Tourna Black Zone 16","51","Slow","Polyester","1.3","NA","1.5","2.4","3.3","35.83","40.7","19.8","22.9","58.9","14.6","7.1","237.2","4.15","10.74","-0.20","14.8","29","95.8","0.075","0.417","5.6"
"Tourna Black Zone 16","51","Medium","Polyester","1.3","NA","1.5","2.4","3.3","36.25","36.2","26.4","38.8","75.2","24.8","12.2","226.3","4.15","10.32","0.13","14.6","28.8","92.5","0.075","0.417","5.6"
"Tourna Black Zone 16","51","Fast","Polyester","1.3","NA","1.5","2.4","3.3","36.29","34.2","31.9","49.4","85.6","34.1","15.7","197.2","4.15","10.28","0.52","15.0","29.5","88.2","0.075","0.417","5.6"
"Tourna Black Zone 16","62","Slow","Polyester","1.3","NA","1.5","2.4","3.3","44.08","38.5","18.1","21.2","65.3","14.7","7.6","262.9","5.01","12.65","-0.26","17.4","28.2","96.0","0.075","0.417","5.6"
"Tourna Black Zone 16","62","Medium","Polyester","1.3","NA","1.5","2.4","3.3","44.56","34.5","25.6","37.5","82.0","26.2","12.8","232.0","5.01","12.17","0.13","17.4","28","94.9","0.075","0.417","5.6"
"Tourna Black Zone 16","62","Fast","Polyester","1.3","NA","1.5","2.4","3.3","44.56","32.6","30.0","48.1","92.6","34.8","16.9","217.7","5.01","12.17","0.57","17.6","28.7","91.4","0.075","0.417","5.6"
"Tourna Black Zone 17","51","Fast","Polyester","1.2","NA","1.2","6.7","3.3","35.02","34.8","32.0","47.0","82.0","32.8","15.8","186.9","3.40","12.30","0.29","15.9","31.5","88.0","0.08","0.477","6"
"Weiss Cannon Blue Rock N Power","51","Fast","Polyester","1.2","1.35","6.4","7.3","8.2","37.26","33.0","30.2","50.3","87.5","33.1","16.4","224.0","3.97","9.49","0.22","13.7","27","88.7","0.059","0.654","11.1"
"Boris Becker Bomber 16","62","Slow","Polyester","1.28","NA","2.1","3.3","4.5","36.65","38.6","18.0","24.3","60.9","13.7","","305.2","9.90","15.19","-0.28","24.7","40.2","96.0","0.09","0.461","5.1"
"Boris Becker Bomber 16","62","Medium","Polyester","1.28","NA","2.1","3.3","4.5","37.18","35.1","25.2","40.6","77.6","24.5","","258.3","9.90","14.66","0.25","24.7","40.2","92.9","0.09","0.461","5.1"
